file,w,h,jd1,jd2,jd3,jd4,jd5,jd6,jd7,jd8,jd9,jd10,class
1-img0035.png,1920,1080,179.56834472077156,315.9034219323997,136.808793408188,144.51653526178214,297.5357075516192,147.0766529666193,148.30489368422943,114.7964440590772,219.57477830990769,220.9352569099402,11
3-img0068.png,1920,1080,159.50910598049944,246.34483273676463,114.8447020030551,112.53087045883294,238.61178398725525,120.96858325847252,126.34604059114592,88.44777727688124,194.8835035661314,190.9278511876573,11
3-img0064.png,1920,1080,162.6814048783642,258.9161111127587,116.32297593541308,119.20509737981598,245.378521574762,119.00128440622636,121.5122559169634,89.10234312537314,186.1980696147864,188.24173367647984,11
1-img0012.png,1920,1080,179.37595000767303,283.3018493490945,144.107696030727,115.40454336580618,278.4676046071129,148.79163935187245,124.5055069069278,93.4746205939396,210.65514511623255,207.40339045006075,11
1-img0019.png,1920,1080,164.45878745553347,284.66829369593125,130.81460180721746,133.0959108524008,270.21422371382255,145.25642736707923,149.03903073905892,84.65388171155396,213.04664409143652,206.050637570553,11
3-img0069.png,1920,1080,162.56781249881436,268.0249921061956,119.09630554296515,102.66083863059664,252.8352295879133,112.09186790573123,124.44183816428529,91.1481486227066,186.1865040092244,175.87388611702264,11
3-img0043.png,1920,1080,169.10287839452218,265.1272547893868,128.60416132087846,112.33663414165532,280.5153472370984,129.28910430105478,149.94004757683012,94.99967038799888,179.4145742836258,199.8760074116445,11
2-img0015.png,1920,1080,169.23123761517314,303.7474111351199,163.98576304068558,142.35012408886334,300.08747457989386,138.04043908461537,144.07655611631964,60.27701168817544,203.7238494201928,201.2810107231364,11
2-img0026.png,1920,1080,190.3501743807232,320.0157866525977,134.12374643734526,140.8651180018523,313.18669544782347,140.96110067127188,155.35706323467556,101.20708527482104,216.1199932499584,219.91860720498497,11
1-img0031.png,1920,1080,168.35891189626398,293.90385084307627,124.1076576957466,134.84803341733704,281.5525190893977,147.2054228688409,136.4750987621717,115.5469479638065,211.6564347563624,216.87759624605184,11
1-img0024.png,1920,1080,180.3453605901358,289.09810597853414,157.2351463827477,140.54208359673407,298.0450094359976,118.25484701204304,134.48415429915494,44.209760457955205,213.4503045002788,203.4329226256964,11
2-img0024.png,1920,1080,176.68902983138295,318.3000652160685,144.37995548414764,150.67642115779375,306.2438686196435,148.21868176671344,156.00936491306769,100.31434818782547,225.31742503578448,224.4108067125588,11
1-img0013.png,1920,1080,162.84650218004504,286.5700229713622,140.71909734704562,119.1479922910926,283.7494404670116,149.24616899577904,121.33898091500924,16.412953905805182,212.90815473584345,206.9629852349061,11
1-img0020.png,1920,1080,149.74318506758692,279.3303768873753,134.11039580465155,124.85134068670678,265.8828790656174,147.56663274293,148.15734471674048,43.180941386073386,210.85176681943952,218.28099804175952,11
3-img0066.png,1920,1080,159.98148439864477,260.3608779703331,116.5852546172448,110.26712792382892,247.9548224778505,113.6521831057848,124.25487488263934,89.65705840343944,190.75245254354843,188.9131042235584,11
2-img0012.png,1920,1080,182.6624640760371,297.6447932309704,159.24207707311396,137.61617446460463,293.90202932754147,130.3259250440929,145.76857389318363,68.46286400367,200.40005589213385,199.71039609470049,11
1-img0044.png,1920,1080,173.14175107429142,284.22777415756747,148.0517593396826,126.2104703919086,297.4982390587496,137.82716351860034,135.07143553977136,85.32807140956305,198.705206754315,191.19447374055125,11
2-img0014.png,1920,1080,187.04526520352448,307.20853593505353,159.5059044061894,146.78994291674772,310.58354132554666,127.68133682978365,137.7029835626204,94.42466131254656,200.5120258351404,205.9063404273791,11
1-img0004.png,1920,1080,173.12884954390896,272.49604443369685,117.81522577917092,106.48730473638108,269.3696892961892,128.97351789927393,117.3439725433743,98.21222634070794,196.6687373448394,195.5214902567045,11
3-img0050.png,1920,1080,168.0278189975006,270.62533591741555,135.23584214285611,129.56992749366242,280.7841524765275,138.87014841692286,134.6987082334112,90.21826879181728,157.30401467984888,170.711427603002,11
1-img0052.png,1920,1080,195.84815987037544,313.160165661447,163.58481483129523,154.0088289948698,302.41774123605893,157.3190384928114,154.93317363192324,99.0466726937578,206.0913462743146,203.26160643203607,11
1-img0049.png,1920,1080,191.431995504107,308.2765391998506,153.33706960946813,129.45304913680678,308.31724239724093,146.50601884596054,140.1108132631579,95.73966332425518,192.16225085207543,199.05127879635776,11
2-img0013.png,1920,1080,195.21643993344244,312.6943125234644,160.4988055962074,135.59459104516262,309.3337608943229,127.3204785008596,147.19817618663572,101.21497583620663,180.38435526665307,178.91781148381375,11
1-img0022.png,1920,1080,162.9358281344874,307.958684098952,125.37757817796556,136.77146525348869,286.87164402505465,156.35433697915957,133.34890152341484,90.98818036286993,202.8713126754456,208.31299823120352,11
3-img0041.png,1920,1080,165.10019485138602,262.8057216269964,120.59452967739465,114.29947900120492,275.09750736140086,146.57307801941045,136.53362055925928,94.07664688998253,160.44331668568833,196.0480545132047,11
2-img0025.png,1920,1080,171.0162790432074,317.1674229345161,148.6517678314534,144.6414838865179,301.62514763783923,146.77752922454854,151.50765222938236,77.20020135970633,220.36896869768557,213.71024967446309,11
3-img0070.png,1920,1080,159.7342219658062,261.0233487687114,119.64734769009912,107.5844046790596,247.9581498628229,116.50629362857734,129.4411905318574,87.82132351363694,184.077328820884,187.67036173105112,11
1-img0008.png,1920,1080,171.06993957675314,278.3571932590456,133.89582465496443,104.75708301305876,275.82858007312734,152.55089254254298,117.10335190595995,89.32668887178198,201.9937343603111,195.81948538373783,11
1-img0028.png,1920,1080,176.06473517782302,295.5706414275469,125.46806156171225,131.40540298289514,284.84581051199655,148.7607878505215,139.75718883429434,114.93822983236824,210.9533875368967,197.30674315211652,11
1-img0051.png,1920,1080,184.18049799787985,299.7217784048421,158.5454974876871,159.79579652659328,296.9256188860873,167.74422601251183,148.23563174130334,91.9228648326386,216.80060063282065,214.7199363713224,11
2-img0022.png,1920,1080,178.61071892918812,325.7757130524378,170.30768040149124,156.27151996130203,330.0414802336506,155.0195065505379,141.72067020688797,63.91236349265495,203.48534327234773,199.1498741473327,11
3-img0072.png,1920,1080,161.97052471091433,271.5023779331087,123.74627877539676,106.4217794978107,257.3167643613122,117.30445214253793,126.47881601181768,86.82925899437826,191.5669836744792,183.1931173204271,11
3-img0047.png,1920,1080,164.6049622821755,267.19491902909806,125.00208334888738,116.88285851675842,274.6576905601912,133.24435122452877,143.28791028684162,95.7216921189804,171.48163758417184,188.0380701536617,11
